match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
520,1,Rajasthan Royals,Kings XI Punjab,1,1,AM Rahane,SV Samson,Sandeep Sharma,0,0,0,4,0,0,0,4,4,,,
520,1,Rajasthan Royals,Kings XI Punjab,1,2,AM Rahane,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,1,3,AM Rahane,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,1,4,AM Rahane,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,1,5,AM Rahane,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,1,6,AM Rahane,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,2,1,SV Samson,AM Rahane,Anureet Singh,0,0,0,0,0,0,1,0,1,,,
520,1,Rajasthan Royals,Kings XI Punjab,2,2,AM Rahane,SV Samson,Anureet Singh,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,2,3,AM Rahane,SV Samson,Anureet Singh,0,0,0,0,0,0,0,0,0,AM Rahane,caught,AR Patel
520,1,Rajasthan Royals,Kings XI Punjab,2,4,SV Samson,SPD Smith,Anureet Singh,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,2,5,SV Samson,SPD Smith,Anureet Singh,0,0,0,0,0,0,3,0,3,,,
520,1,Rajasthan Royals,Kings XI Punjab,2,6,SPD Smith,SV Samson,Anureet Singh,0,0,0,0,0,0,0,0,0,,,
520,1,Rajasthan Royals,Kings XI Punjab,3,1,SV Samson,SPD Smith,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
