match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
360,1,Mumbai Indians,Royal Challengers Bangalore,1,1,JEC Franklin,SR Tendulkar,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,1,2,JEC Franklin,SR Tendulkar,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,1,3,JEC Franklin,SR Tendulkar,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,1,4,JEC Franklin,SR Tendulkar,Z Khan,0,0,0,0,0,0,1,0,1,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,1,5,SR Tendulkar,JEC Franklin,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,1,6,SR Tendulkar,JEC Franklin,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,2,1,JEC Franklin,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,2,2,JEC Franklin,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,0,0,0,JEC Franklin,caught,Z Khan
360,1,Mumbai Indians,Royal Challengers Bangalore,2,3,RG Sharma,SR Tendulkar,R Vinay Kumar,0,1,0,0,0,0,0,1,1,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,2,4,RG Sharma,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,2,5,RG Sharma,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,2,6,RG Sharma,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,0,0,0,RG Sharma,lbw,
360,1,Mumbai Indians,Royal Challengers Bangalore,2,7,KD Karthik,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,3,1,SR Tendulkar,KD Karthik,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,3,2,SR Tendulkar,KD Karthik,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,3,3,SR Tendulkar,KD Karthik,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,3,4,SR Tendulkar,KD Karthik,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,3,5,SR Tendulkar,KD Karthik,Z Khan,0,0,0,0,0,0,1,0,1,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,3,6,KD Karthik,SR Tendulkar,Z Khan,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,4,1,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,4,2,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,4,3,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,4,4,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,4,5,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,1,0,1,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,4,6,KD Karthik,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,1,0,1,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,5,1,KD Karthik,SR Tendulkar,HV Patel,0,0,0,4,0,0,0,4,4,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,5,2,KD Karthik,SR Tendulkar,HV Patel,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,5,3,KD Karthik,SR Tendulkar,HV Patel,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,5,4,KD Karthik,SR Tendulkar,HV Patel,0,0,0,0,0,0,1,0,1,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,5,5,SR Tendulkar,KD Karthik,HV Patel,0,0,0,0,0,0,2,0,2,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,5,6,SR Tendulkar,KD Karthik,HV Patel,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,6,1,KD Karthik,SR Tendulkar,R Vinay Kumar,0,0,0,0,0,0,1,0,1,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,6,2,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,0,0,0,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,6,3,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,4,0,4,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,6,4,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,4,0,4,,,
360,1,Mumbai Indians,Royal Challengers Bangalore,6,5,SR Tendulkar,KD Karthik,R Vinay Kumar,0,0,0,0,0,0,4,0,4,,,
